timestamp,raw,avg,hp,zero_cross
2025-07-31T18:24:49.918267,48609,1552753,86,1
2025-07-31T18:24:49.929987,48583,1552813,58,0
2025-07-31T18:24:49.941152,48618,1552906,90,0
2025-07-31T18:24:49.951763,48698,1553076,165,0
2025-07-31T18:24:49.962079,48652,1553195,115,0
2025-07-31T18:24:49.972617,48556,1553214,19,0
2025-07-31T18:24:49.983690,48309,1552986,-221,0
2025-07-31T18:24:49.994685,48386,1552842,-140,0
2025-07-31T18:24:50.005578,48536,1552852,10,1
2025-07-31T18:24:50.016458,48633,1552959,104,0
2025-07-31T18:24:50.027573,48543,1552973,13,0
2025-07-31T18:24:50.038680,48531,1552974,1,0
2025-07-31T18:24:50.049657,48652,1553096,118,0
2025-07-31T18:24:50.060736,48735,1553297,195,0
2025-07-31T18:24:50.071786,48600,1553357,58,0
2025-07-31T18:24:50.083538,48307,1553122,-228,0
2025-07-31T18:24:50.095127,48360,1552947,-169,0
2025-07-31T18:24:50.106194,48508,1552926,-20,0
2025-07-31T18:24:50.116718,48590,1552988,60,1
2025-07-31T18:24:50.127591,48528,1552986,-2,0
2025-07-31T18:24:50.137947,48538,1552994,7,0
2025-07-31T18:24:50.148174,48654,1553117,120,0
2025-07-31T18:24:50.158603,48696,1553279,157,0
2025-07-31T18:24:50.168819,48681,1553421,137,0
2025-07-31T18:24:50.180149,48302,1553179,-234,0
2025-07-31T18:24:50.191544,48354,1552997,-177,0
2025-07-31T18:24:50.202181,48442,1552908,-86,0
2025-07-31T18:24:50.212862,48622,1553002,91,1
2025-07-31T18:24:50.223087,48527,1552998,-4,0
2025-07-31T18:24:50.234126,48579,1553046,47,0
2025-07-31T18:24:50.245265,48606,1553120,71,0
2025-07-31T18:24:50.255867,48747,1553332,206,0
2025-07-31T18:24:50.267500,48714,1553505,167,0
2025-07-31T18:24:50.280041,48440,1553398,-103,0
2025-07-31T18:24:50.292652,48368,1553223,-170,0
2025-07-31T18:24:50.303781,48492,1553177,-44,0
2025-07-31T18:24:50.314338,48685,1553326,144,1
2025-07-31T18:24:50.325133,48637,1553422,93,0
2025-07-31T18:24:50.335691,48663,1553541,115,0
2025-07-31T18:24:50.346135,48780,1553773,225,0
2025-07-31T18:24:50.356950,48823,1554041,260,0
2025-07-31T18:24:50.367331,48739,1554217,170,0
2025-07-31T18:24:50.379211,48388,1554036,-175,0
2025-07-31T18:24:50.390786,48340,1553813,-216,0
2025-07-31T18:24:50.402183,48416,1553673,-136,0
2025-07-31T18:24:50.412612,48671,1553792,115,1
2025-07-31T18:24:50.423558,48692,1553928,132,0
2025-07-31T18:24:50.434537,48697,1554065,133,0
2025-07-31T18:24:50.445599,48780,1554281,209,0
2025-07-31T18:24:50.456645,48838,1554548,259,0
2025-07-31T18:24:50.466651,48763,1554732,178,0
2025-07-31T18:24:50.477350,48458,1554605,-123,0
2025-07-31T18:24:50.487978,48352,1554376,-222,0
2025-07-31T18:24:50.498912,48387,1554189,-181,0
2025-07-31T18:24:50.509161,48622,1554243,52,1
2025-07-31T18:24:50.519258,48692,1554365,119,0
2025-07-31T18:24:50.529754,48708,1554500,130,0
2025-07-31T18:24:50.540087,48697,1554619,116,0
2025-07-31T18:24:50.550329,48806,1554844,218,0
2025-07-31T18:24:50.560427,48792,1555048,197,0
2025-07-31T18:24:50.570724,48662,1555115,65,0
2025-07-31T18:24:50.581024,48367,1554885,-223,0
2025-07-31T18:24:50.591729,48421,1554716,-163,0
2025-07-31T18:24:50.601705,48501,1554633,-81,0
2025-07-31T18:24:50.613755,48674,1554725,89,1
2025-07-31T18:24:50.625505,48649,1554789,62,0
2025-07-31T18:24:50.636158,48692,1554894,102,0
2025-07-31T18:24:50.647157,48776,1555080,180,0
2025-07-31T18:24:50.658091,48816,1555300,213,0
2025-07-31T18:24:50.668674,48697,1555394,91,0
2025-07-31T18:24:50.679552,48381,1555169,-218,0
2025-07-31T18:24:50.690320,48436,1555006,-157,0
2025-07-31T18:24:50.700902,48502,1554915,-89,0
2025-07-31T18:24:50.711609,48677,1555001,84,1
2025-07-31T18:24:50.722116,48625,1555033,31,0
2025-07-31T18:24:50.732612,48653,1555092,57,0
2025-07-31T18:24:50.743524,48695,1555191,96,0
2025-07-31T18:24:50.753616,48801,1555393,195,0
2025-07-31T18:24:50.764561,48728,1555515,119,0
2025-07-31T18:24:50.776099,48427,1555333,-177,0
2025-07-31T18:24:50.786936,48297,1555026,-297,0
2025-07-31T18:24:50.798595,48371,1554803,-216,0
2025-07-31T18:24:50.808932,48612,1554828,24,1
2025-07-31T18:24:50.818900,48604,1554844,16,0
2025-07-31T18:24:50.830456,48589,1554845,1,0
2025-07-31T18:24:50.840874,48667,1554924,76,0
2025-07-31T18:24:50.851481,48802,1555135,205,0
2025-07-31T18:24:50.861689,48734,1555272,132,0
2025-07-31T18:24:50.872592,48475,1555145,-123,0
2025-07-31T18:24:50.883682,48128,1554675,-455,0
2025-07-31T18:24:50.894765,48272,1554364,-301,0
2025-07-31T18:24:50.905354,48439,1554230,-130,0
2025-07-31T18:24:50.915762,48568,1554229,-1,0
2025-07-31T18:24:50.926319,48564,1554224,-5,0
2025-07-31T18:24:50.936720,48576,1554231,7,1
2025-07-31T18:24:50.946880,48715,1554377,141,0
2025-07-31T18:24:50.959308,48771,1554574,191,0
2025-07-31T18:24:50.970140,48611,1554605,30,0
2025-07-31T18:24:50.981910,48100,1554124,-466,0
2025-07-31T18:24:50.992801,48196,1553754,-358,0
2025-07-31T18:24:51.003428,48348,1553548,-200,0
2025-07-31T18:24:51.013845,48569,1553569,20,1
2025-07-31T18:24:51.024040,48534,1553554,-14,0
2025-07-31T18:24:51.034143,48569,1553575,20,0
2025-07-31T18:24:51.045130,48628,1553654,77,0
2025-07-31T18:24:51.055355,48772,1553875,214,0
2025-07-31T18:24:51.065686,48761,1554078,197,0
2025-07-31T18:24:51.077001,48456,1553970,-105,0
2025-07-31T18:24:51.088021,48109,1553518,-438,0
2025-07-31T18:24:51.098957,48230,1553201,-307,0
2025-07-31T18:24:51.109385,48466,1553130,-69,0
2025-07-31T18:24:51.119519,48503,1553098,-31,0
2025-07-31T18:24:51.129726,48523,1553087,-10,0
